1,244,0.3821614583333333,1.0,0.0,0.2930058800926114,10,0,0
1,244,0.2896321614583333,1.0,0.0,0.17731688333791135,10,0,0
1,244,0.22151692708333334,1.0,0.0,0.1203444718842408,10,0,0
1,244,0.16373697916666666,1.0,0.0,0.08786071427965872,10,0,0
1,244,0.12255859375,1.0,0.0,0.06721206441089499,10,0,0
1,244,0.10001627604166667,1.0,0.0,0.05028037127655245,10,0,0
1,244,0.07381184895833333,1.0,0.0,0.03825687104086976,10,0,0
1,244,0.065673828125,1.0,0.0,0.028567215031639132,10,0,0
1,244,0.054606119791666664,1.0,0.0,0.02314305558381487,10,0,0
1,244,0.048909505208333336,1.0,0.0,0.02015846111489786,10,0,0
1,244,0.049479166666666664,1.0,0.0,0.01785454085534169,10,0,0
1,244,0.037434895833333336,1.0,0.0,0.0147202470726174,10,0,0
1,244,0.033040364583333336,1.0,0.0,0.01213050590393641,10,0,0
1,244,0.029622395833333332,1.0,0.0,0.011031942635848186,10,0,0
1,244,0.026448567708333332,1.0,0.0,0.00976154506117577,10,0,0
1,244,0.023111979166666668,1.0,0.0,0.008741361656798513,10,0,0
1,244,0.022379557291666668,1.0,0.0,0.007739193566710073,10,0,0
1,244,0.019368489583333332,1.0,0.0,0.007217544245611893,10,0,0
1,244,0.0185546875,1.0,0.0,0.0069361211926222835,10,0,0
1,244,0.01953125,1.0,0.0,0.006502839637421665,10,0,0
1,244,0.016194661458333332,1.0,0.0,0.006104568726092619,10,0,0
1,244,0.017578125,1.0,0.0,0.005862275995462684,10,0,0
1,244,0.01416015625,1.0,0.0,0.005535960368851903,10,0,0
1,244,0.012125651041666666,1.0,0.0,0.005297085249314994,10,0,0
1,244,0.009765625,1.0,0.0,0.005019026821199913,10,0,0
1,244,0.009114583333333334,1.0,0.0,0.004822315485031605,10,0,0
1,244,0.0087890625,1.0,0.0,0.004599985312220233,10,0,0
1,244,0.011800130208333334,1.0,0.0,0.0044959866118662,10,0,0
1,244,0.008056640625,1.0,0.0,0.004327357971501044,10,0,0
1,244,0.007161458333333333,1.0,0.0,0.004202244263076151,10,0,0
1,244,0.007161458333333333,1.0,0.0,0.004143906436511489,10,0,0
1,244,0.007161458333333333,1.0,0.0,0.004090443342048507,10,0,0
1,244,0.007486979166666667,1.0,0.0,0.004011891273127424,10,0,0
1,244,0.007080078125,1.0,0.0,0.003926980857986761,10,0,0
1,244,0.006917317708333333,1.0,0.0,0.0038378447919210005,10,0,0
1,244,0.006673177083333333,1.0,0.0,0.003769770747707604,10,0,0
1,244,0.006754557291666667,1.0,0.0,0.0036823037475244838,10,0,0
1,244,0.006591796875,1.0,0.0,0.0035991816172580775,10,0,0
1,244,0.007161458333333333,1.0,0.0,0.0035331078027929248,10,0,0
1,244,0.006022135416666667,1.0,0.0,0.0034610862853015384,10,0,0
1,244,0.006022135416666667,1.0,0.0,0.003391038504449147,10,0,0
1,244,0.005940755208333333,1.0,0.0,0.003328461780404764,10,0,0
1,244,0.00634765625,1.0,0.0,0.0032838738775399475,10,0,0
1,244,0.005696614583333333,1.0,0.0,0.0032487307681221345,10,0,0
1,244,0.006103515625,1.0,0.0,0.003214567903746507,10,0,0
1,244,0.006022135416666667,1.0,0.0,0.0031686288523100296,10,0,0
1,244,0.006022135416666667,1.0,0.0,0.003125789494655598,10,0,0
1,244,0.006266276041666667,1.0,0.0,0.003068961775318087,10,0,0
1,244,0.00634765625,1.0,0.0,0.0030025965366512032,10,0,0
1,244,0.005859375,1.0,0.0,0.0029144009759637557,10,0,0
1,244,0.005533854166666667,1.0,0.0,0.002850539336120832,10,0,0
1,244,0.005208333333333333,1.0,0.0,0.002755746991230569,10,0,0
1,244,0.005208333333333333,1.0,0.0,0.002692335734244866,10,0,0
1,244,0.005289713541666667,1.0,0.0,0.002621718351543637,10,0,0
1,244,0.0048828125,1.0,0.0,0.0025596847362388433,10,0,0
1,244,0.005045572916666667,1.0,0.0,0.002504512836229348,10,0,0
